devicekey,devicename,productname,productid,numberofcpu,virtualserialnumber,memorysize,romversion,serialnumber,assettag,osname,ipaddress,iplongvalue,osvendor,snapshotid,deviceowner,location,producttype,devicestatus,deviceboottime,productsubtype,producttypestr,serverrole,ipxaddress
1375,sc9-prod-vmg1-12,"","",0,,0,"","","","",10.113.58.65,175192641,"",,,"",11,1,,None,Unknown,,
1376,sc9-prod-vmg1-2-vmotion,"","",0,,0,"","","","",10.113.58.76,175192652,"",,,"",11,1,,None,Unknown,,
1377,sc9-prod-vmg1-1-vmotion,"","",0,,0,"","","","",10.113.58.75,175192651,"",,,"",11,1,,None,Unknown,,
1378,sc9-prod-vmg1-4-vmotion,"","",0,,0,"","","","",10.113.58.78,175192654,"",,,"",11,1,,None,Unknown,,
1379,sc9-prod-vmg1-3-vmotion,"","",0,,0,"","","","",10.113.58.77,175192653,"",,,"",11,1,,None,Unknown,,
1380,sc9-prod-vmg1-6-vmotion,"","",0,,0,"","","","",10.113.58.80,175192656,"",,,"",11,1,,None,Unknown,,
1381,sc9-prod-vmg1-5-vmotion,"","",0,,0,"","","","",10.113.58.79,175192655,"",,,"",11,1,,None,Unknown,,
1382,10.113.58.89,"","",0,,0,"","","","",10.113.58.89,175192665,"",,,"",11,1,,None,Unknown,,
1383,sc9-prod-vmg2-6-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996B9,"",Embedded,10.113.58.97,175192673,HP,,,"",12,1,,ILO2,MgmtProc,,
1384,USE80996B9,ProLiant BL680c G5,"",0,,0,"",USE80996B9,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1385,sc9-prod-vmg2-7-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BM,"",Embedded,10.113.58.98,175192674,HP,,,"",12,1,,ILO2,MgmtProc,,
1386,USE80996BM,ProLiant BL680c G5,"",0,,0,"",USE80996BM,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1387,sc9-prod-vmg2-5-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996B8,"",Embedded,10.113.58.96,175192672,HP,,,"",12,1,,ILO2,MgmtProc,,
1388,USE80996B8,ProLiant BL680c G5,"",0,,0,"",USE80996B8,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1389,sc9-prod-vmg1-7-vmotion,"","",0,,0,"","","","",10.113.58.81,175192657,"",,,"",11,1,,None,Unknown,,
1390,sc9-prod-vmg2-4-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BV,"",Embedded,10.113.58.95,175192671,HP,,,"",12,1,,ILO2,MgmtProc,,
1391,USE80996BV,ProLiant BL680c G5,"",0,,0,"",USE80996BV,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1392,sc9-prod-vmg2-3-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE852JLC4,"",Embedded,10.113.58.94,175192670,HP,,,"",12,1,,ILO2,MgmtProc,,
1393,USE852JLC4,ProLiant BL680c G5,"",0,,0,"",USE852JLC4,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1394,sc9-l07-oa1b,HP Onboard Administrator,403320-B21,0,,0,"","","",Embedded,10.113.58.91,175192667,HP,-1,IT Server Operations,sc9-l07-1,12,3,,OA,MgmtProc,,
1395,sc9-prod-vmg1-10-vmotion,"","",0,,0,"","","","",10.113.58.84,175192660,"",,,"",11,1,,None,Unknown,,
1396,sc9-prod-vmg1-9-vmotion,"","",0,,0,"","","","",10.113.58.83,175192659,"",,,"",11,1,,None,Unknown,,
1397,sc9-prod-vmg1-11-vmotion,"","",0,,0,"","","","",10.113.58.85,175192661,"",,,"",11,1,,None,Unknown,,
1398,sc9-prod-vmg2-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE850JB22,"",Embedded,10.113.58.93,175192669,HP,,,"",12,1,,ILO2,MgmtProc,,
1399,USE850JB22,ProLiant BL680c G5,"",0,,0,"",USE850JB22,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1400,sc9-prod-vmg2-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE852JLC1,"",Embedded,10.113.58.92,175192668,HP,,,"",12,1,,ILO2,MgmtProc,,
1401,USE852JLC1,ProLiant BL680c G5,"",0,,0,"",USE852JLC1,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1402,sc9-fab75sw1,"","",0,,0,"","","","",10.113.58.87,175192663,"",,,"",11,1,,None,Unknown,,
1403,sc9-l07-oa1a,BladeSystem c7000 Onboard Administrator,403320-B21,0,,0,"",O979MU2845,"",Embedded,10.113.58.90,175192666,HP,-1,IT Server Operations,sc9-l07-1,12,5,,OA,MgmtProc,,
1404,sc9-l07-1,BladeSystem c7000 Enclosure,9,0,,0,"",USE743707S,"","",,,"",,,"",14,3,,ServerEnc,Enclosure,,
1405,sc9-prod-vmg2-8-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BR,"",Embedded,10.113.58.99,175192675,HP,,,"",12,1,,ILO2,MgmtProc,,
1406,TWT939V1N8,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT939V1N8,"","",,,"",,,"",8,1,,c-Class,Switch,,
1407,TWT939V1LP,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT939V1LP,"","",,,"",,,"",8,1,,c-Class,Switch,,
1408,TWT939V1JR,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT939V1JR,"","",,,"",,,"",8,1,,c-Class,Switch,,
1409,TWT939V1M5,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT939V1M5,"","",,,"",,,"",8,1,,c-Class,Switch,,
1410,sc9-l07,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
1411,USE80996BR,ProLiant BL680c G5,"",0,,0,"",USE80996BR,"","",,,"",,,"",1,3,,HPProLiant,Server,,
1412,sc9-prod-vmg2-2-vmotion,"","",0,,0,"","","","",10.113.58.109,175192685,"",,,"",11,1,,None,Unknown,,
1413,sc9-ns42-03-cs,"","",0,,0,"","","","",10.113.58.88,175192664,"",,,"",11,1,,None,Unknown,,
1414,sc9-prod-vmg1-12-vmotion,"","",0,,0,"","","","",10.113.58.86,175192662,"",,,"",11,1,,None,Unknown,,
1415,sc9-prod-vmg2-3-vmotion,"","",0,,0,"","","","",10.113.58.110,175192686,"",,,"",11,1,,None,Unknown,,
1416,sc9-prod-vmg2-1-vmotion,"","",0,,0,"","","","",10.113.58.108,175192684,"",,,"",11,1,,None,Unknown,,
1417,sc9-prod-vmg2-7,"","",0,,0,"","","","",10.113.58.106,175192682,"",,,"",11,1,,None,Unknown,,
1418,sc9-prod-vmg2-6,"","",0,,0,"","","","",10.113.58.105,175192681,"",,,"",11,1,,None,Unknown,,
1419,sc9-prod-vmg2-8,"","",0,,0,"","","","",10.113.58.107,175192683,"",,,"",11,1,,None,Unknown,,
1420,sc9-prod-vmg2-4,"","",0,,0,"","","","",10.113.58.103,175192679,"",,,"",11,1,,None,Unknown,,
1421,sc9-prod-vmg2-5,"","",0,,0,"","","","",10.113.58.104,175192680,"",,,"",11,1,,None,Unknown,,
1422,sc9-ns120-01-cs,"","",0,,0,"","","","",10.113.58.116,175192692,"",,,"",11,1,,None,Unknown,,
1423,sc9-prod-vmg2-1,"","",0,,0,"","","","",10.113.58.100,175192676,"",,,"",11,1,,None,Unknown,,
1424,sc9-prod-vmg2-2,"","",0,,0,"","","","",10.113.58.101,175192677,"",,,"",11,1,,None,Unknown,,
1425,sc9-prod-vmg2-8-vmotion,"","",0,,0,"","","","",10.113.58.115,175192691,"",,,"",11,1,,None,Unknown,,
1426,sc9-cx4-120-01b,"","",0,,0,"","","","",10.113.58.118,175192694,"",,,"",11,1,,None,Unknown,,
1427,sc9-prod-vmg2-5-vmotion,"","",0,,0,"","","","",10.113.58.112,175192688,"",,,"",11,1,,None,Unknown,,
1428,sc9-prod-vmg2-3,"","",0,,0,"","","","",10.113.58.102,175192678,"",,,"",11,1,,None,Unknown,,
1429,sc9-cx4-480-federal-01a,"","",0,,0,"","","","",10.113.58.120,175192696,"",,,"",11,1,,None,Unknown,,
1430,sc9-prod-vmg2-4-vmotion,"","",0,,0,"","","","",10.113.58.111,175192687,"",,,"",11,1,,None,Unknown,,
1431,sc9-prod-vmg2-6-vmotion,"","",0,,0,"","","","",10.113.58.113,175192689,"",,,"",11,1,,None,Unknown,,
1432,sc9-cx4-120-01a,"","",0,,0,"","","","",10.113.58.117,175192693,"",,,"",11,1,,None,Unknown,,
1433,sc9-avamar1n1-ilo,"","",0,,0,"","","","",10.113.58.121,175192697,"",,,"",11,5,,None,Unknown,,
1434,sc9-ns480-federal-cs,"","",0,,0,"","","","",10.113.58.119,175192695,"",,,"",11,1,,None,Unknown,,
1435,sc9-prod-vmg2-7-vmotion,"","",0,,0,"","","","",10.113.58.114,175192690,"",,,"",11,1,,None,Unknown,,
1436,sc9-avamar1n2-ilo,"","",0,,0,"","","","",10.113.58.122,175192698,"",,,"",11,5,,None,Unknown,,
1437,sc9-avamar1n3-ilo,"","",0,,0,"","","","",10.113.58.123,175192699,"",,,"",11,5,,None,Unknown,,
1438,sc9-avamar1n7-ilo,"","",0,,0,"","","","",10.113.58.127,175192703,"",,,"",11,5,,None,Unknown,,
1439,sc9-avamar1n5-ilo,"","",0,,0,"","","","",10.113.58.125,175192701,"",,,"",11,5,,None,Unknown,,
1440,sc9-avamar1n9-ilo,"","",0,,0,"","","","",10.113.58.129,175192705,"",,,"",11,5,,None,Unknown,,
1441,sc9-avamar1n6-ilo,"","",0,,0,"","","","",10.113.58.126,175192702,"",,,"",11,5,,None,Unknown,,
1442,sc9-avamar1n12-ilo,"","",0,,0,"","","","",10.113.58.132,175192708,"",,,"",11,5,,None,Unknown,,
1443,sc9-avamar1n10-ilo,"","",0,,0,"","","","",10.113.58.130,175192706,"",,,"",11,5,,None,Unknown,,
1444,sc9-avamar1n4-ilo,"","",0,,0,"","","","",10.113.58.124,175192700,"",,,"",11,5,,None,Unknown,,
1445,sc9-avamar1n11-ilo,"","",0,,0,"","","","",10.113.58.131,175192707,"",,,"",11,5,,None,Unknown,,
1446,sc9-avamar1n8-ilo,"","",0,,0,"","","","",10.113.58.128,175192704,"",,,"",11,5,,None,Unknown,,
1447,sc9-cx4-480-federal-01b,"","",0,,0,"","","","",10.113.58.141,175192717,"",,,"",11,1,,None,Unknown,,
1448,sc9-avamar1n16-ilo,"","",0,,0,"","","","",10.113.58.136,175192712,"",,,"",11,5,,None,Unknown,,
1449,sc9-avamar1n15-ilo,"","",0,,0,"","","","",10.113.58.135,175192711,"",,,"",11,5,,None,Unknown,,
1450,sc9-cx4-1870a,"","",0,,0,"","","","",10.113.58.145,175192721,"",,,"",11,1,,None,Unknown,,
1451,sc9-avamar1n14-ilo,"","",0,,0,"","","","",10.113.58.134,175192710,"",,,"",11,5,,None,Unknown,,
1453,sc9-avamar1n13-ilo,"","",0,,0,"","","","",10.113.58.133,175192709,"",,,"",11,5,,None,Unknown,,
1455,sc9-cx4-1870b,"","",0,,0,"","","","",10.113.58.146,175192722,"",,,"",11,1,,None,Unknown,,
1456,sc9-avamar1n17-ilo,"","",0,,0,"","","","",10.113.58.137,175192713,"",,,"",11,5,,None,Unknown,,
1457,sc9-avamar1-ndmp2-ilo,"","",0,,0,"","","","",10.113.58.140,175192716,"",,,"",11,1,,None,Unknown,,
1458,sc9-avamar1n18-ilo,"","",0,,0,"","","","",10.113.58.138,175192714,"",,,"",11,5,,None,Unknown,,
1459,sc9-avamar1-ndmp1-ilo,"","",0,,0,"","","","",10.113.58.139,175192715,"",,,"",11,1,,None,Unknown,,
1460,sc9-prod-fed-2-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE0370T5J,"",Embedded,10.113.58.150,175192726,HP,,,"",12,1,,ILO3,MgmtProc,,
1461,USE0370T5J,ProLiant BL465c G7,"",0,,0,"",USE0370T5J,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1462,sc9-prod-fed-2-vmotion,"","",0,,0,"","","","",10.113.58.151,175192727,"",,,"",0,1,,None,Unmanaged,,
1463,sc9-prod-fed-dmz1-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE0370T5T,"",Embedded,10.113.58.153,175192729,HP,,,"",12,1,,ILO3,MgmtProc,,
1464,USE0370T5T,ProLiant BL465c G7,"",0,,0,"",USE0370T5T,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1465,sc9-g13-oa1a,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB03BP9085,"",Embedded,10.113.58.147,175192723,HP,,,"",12,1,,OA,MgmtProc,,
1466,SC9-G13-BC1,BladeSystem c7000 Enclosure G2,9,0,,0,"",SGH037P5K4,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
1467,sc9-g13-oa1b,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB07BK3319,"",Embedded,10.113.58.148,175192724,HP,,,"",12,1,,OA,MgmtProc,,
1468,sc9-stage-fed-1-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE0370T5E,"",Embedded,10.113.58.161,175192737,HP,,,"",12,1,,ILO3,MgmtProc,,
1469,sc9-stage-fed-2-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE0370T5S,"",Embedded,10.113.58.162,175192738,HP,,,"",12,1,,ILO3,MgmtProc,,
1470,sc9-stage-fed-dmz1-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE0370T5N,"",Embedded,10.113.58.163,175192739,HP,,,"",12,1,,ILO3,MgmtProc,,
1471,sc9-stage-fed-dmz2-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE0370T5M,"",Embedded,10.113.58.164,175192740,HP,,,"",12,1,,ILO3,MgmtProc,,
1472,sc9-prod-fed-1-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE0370T5P,"",Embedded,10.113.58.159,175192735,HP,,,"",12,1,,ILO3,MgmtProc,,
1473,sc9-prod-fed-dmz2-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE0370T5R,"",Embedded,10.113.58.156,175192732,HP,,,"",12,1,,ILO3,MgmtProc,,
1474,FOC1418T1LW,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1418T1LW,"","",,,"",,,"",8,1,,c-Class,Switch,,
1475,FOC1418T1AU,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1418T1AU,"","",,,"",,,"",8,1,,c-Class,Switch,,
1476,FOC1418T1KF,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1418T1KF,"","",,,"",,,"",8,1,,c-Class,Switch,,
1477,FOC1418T1M4,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1418T1M4,"","",,,"",,,"",8,1,,c-Class,Switch,,
1478,Federal_scripts,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
1479,USE0370T5E,ProLiant BL465c G7,"",0,,0,"",USE0370T5E,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1480,USE0370T5S,ProLiant BL465c G7,"",0,,0,"",USE0370T5S,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1481,USE0370T5N,ProLiant BL465c G7,"",0,,0,"",USE0370T5N,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1482,USE0370T5M,ProLiant BL465c G7,"",0,,0,"",USE0370T5M,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1483,USE0370T5P,ProLiant BL465c G7,"",0,,0,"",USE0370T5P,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1484,USE0370T5R,ProLiant BL465c G7,"",0,,0,"",USE0370T5R,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1485,sc9-prod-fed-dmz1,"","",0,,0,"","","","",10.113.58.152,175192728,"",,,"",11,1,,None,Unknown,,
1486,sc9-prod-fed-dmz1-vmotion,"","",0,,0,"","","","",10.113.58.154,175192730,"",,,"",0,1,,None,Unmanaged,,
1487,sc9-prod-fed-2,"","",0,,0,"","","","",10.113.58.149,175192725,"",,,"",11,1,,None,Unknown,,
1488,sc9-prod-fed-dmz2,"","",0,,0,"","","","",10.113.58.155,175192731,"",,,"",11,1,,None,Unknown,,
1489,sc9-prod-fed-dmz2-vmotion,"","",0,,0,"","","","",10.113.58.157,175192733,"",,,"",0,1,,None,Unmanaged,,
1490,sc9-prod-fed-1-vmotion,"","",0,,0,"","","","",10.113.58.160,175192736,"",,,"",0,1,,None,Unmanaged,,
1491,sc9-prod-fed-1,"","",0,,0,"","","","",10.113.58.158,175192734,"",,,"",11,1,,None,Unknown,,
1492,sc9-brcd7800-01,"","",0,,0,"","","","",10.113.58.193,175192769,"",,,"",11,1,,None,Unknown,,
1493,sc9-mail-vmg1-3,"","",0,,0,"","","","",10.113.192.26,175226906,"",,,"",11,1,,None,Unknown,,
1494,sc9-mail-vmg1-2,"","",0,,0,"","","","",10.113.58.187,175192763,"",,,"",11,5,,None,Unknown,,
1495,sc9-mail-vmg1-1,"","",0,,0,"","","","",10.113.58.185,175192761,"",,,"",11,5,,None,Unknown,,
1496,sc9-mail-vmg1-4,"","",0,,0,"","","","",10.113.192.27,175226907,"",,,"",11,1,,None,Unknown,,
1497,sc9-stage-ebiz1-1-vmotion,"","",0,,0,"","","","",10.113.66.23,175194647,"",,,"",11,1,,None,Unknown,,
1498,sc9-stage-ebiz1-2-vmotion,"","",0,,0,"","","","",10.113.66.26,175194650,"",,,"",11,1,,None,Unknown,,
1499,sc9-stage-ebiz1-3-vmotion,"","",0,,0,"","","","",10.113.66.31,175194655,"",,,"",11,1,,None,Unknown,,
1500,sc9-stage-ebiz1-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BW,"",Embedded,10.113.66.25,175194649,HP,,,"",12,1,,ILO2,MgmtProc,,
1501,USE80996BW,ProLiant BL680c G5,"",0,,0,"",USE80996BW,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1502,sc9-stage-ebiz1-3-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BJ,"",Embedded,10.113.66.30,175194654,HP,,,"",12,1,,ILO2,MgmtProc,,
1503,USE80996BJ,ProLiant BL680c G5,"",0,,0,"",USE80996BJ,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1504,sc9-stage-ebiz1-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996C8,"",Embedded,10.113.66.22,175194646,HP,,,"",12,1,,ILO2,MgmtProc,,
1505,USE80996C8,ProLiant BL680c G5,"",0,,0,"",USE80996C8,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1506,sc9-i8-oa1a,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O979MU6423,"",Embedded,10.113.66.27,175194651,HP,,,"",12,1,,OA,MgmtProc,,
1507,sc9-i8-1,BladeSystem c7000 Enclosure,9,0,,0,"",USE74575X5,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
1508,sc9-i8-oa1b,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O978MU2636,"",Embedded,10.113.66.28,175194652,HP,,,"",12,1,,OA,MgmtProc,,
1509,ora-stage-ebs-r1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE923MM8J,"",Embedded,10.113.66.55,175194679,HP,,,"",12,1,,ILO2,MgmtProc,,
1510,ora-stage-ebs-ccm-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996B5,"",Embedded,10.113.66.65,175194689,HP,,,"",12,1,,ILO2,MgmtProc,,
1511,sc9-stage-ebiz1-4-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996AY,"",Embedded,10.113.66.33,175194657,HP,,,"",12,1,,ILO2,MgmtProc,,
1512,ora-stage-fmsoa-r1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964X,"",Embedded,10.113.66.57,175194681,HP,,,"",12,1,,ILO2,MgmtProc,,
1513,ora-stage-fmb2b-r1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964E,"",Embedded,10.113.66.59,175194683,HP,,,"",12,1,,ILO2,MgmtProc,,
1514,ora-stage-fmidm-r1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE8099655,"",Embedded,10.113.66.61,175194685,HP,,,"",12,1,,ILO2,MgmtProc,,
1515,10.113.66.170,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964V,"",Embedded,10.113.66.170,175194794,HP,,,"",12,1,,ILO2,MgmtProc,,
1516,TWT743V15F,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT743V15F,"","",,,"",,,"",8,1,,c-Class,Switch,,
1517,TWT743V16M,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT743V16M,"","",,,"",,,"",8,1,,c-Class,Switch,,
1518,TWT743V0KU,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT743V0KU,"","",,,"",,,"",8,1,,c-Class,Switch,,
1519,TWT743V0XN,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT743V0XN,"","",,,"",,,"",8,1,,c-Class,Switch,,
1520,TWT802V0HR,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,"",0,,0,"",TWT802V0HR,"","",,,"",,,"",8,1,,c-Class,Switch,,
1521,TWT802V0X8,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,"",0,,0,"",TWT802V0X8,"","",,,"",,,"",8,1,,c-Class,Switch,,
1522,TWT805V04B,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,"",0,,0,"",TWT805V04B,"","",,,"",,,"",8,1,,c-Class,Switch,,
1523,EBIZ,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
1524,USE923MM8J,ProLiant BL685c G6,"",0,,0,"",USE923MM8J,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1525,USE80996B5,ProLiant BL680c G5,"",0,,0,"",USE80996B5,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1526,USE80996AY,ProLiant BL680c G5,"",0,,0,"",USE80996AY,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1527,USE809964X,ProLiant BL460c G1,"",0,,0,"",USE809964X,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1528,USE809964E,ProLiant BL460c G1,"",0,,0,"",USE809964E,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1529,USE8099655,ProLiant BL460c G1,"",0,,0,"",USE8099655,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1530,USE809964V,ProLiant BL460c G1,"",0,,0,"",USE809964V,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1531,sc9-stage-ebiz1-4-vmotion,"","",0,,0,"","","","",10.113.66.34,175194658,"",,,"",11,1,,None,Unknown,,
1532,sc9-stage-ebiz1-2,"","",0,,0,"","","","",10.113.66.24,175194648,"",,,"",11,1,,None,Unknown,,
1533,sc9-stage-ebiz1-1,"","",0,,0,"","","","",10.113.66.21,175194645,"",,,"",11,1,,None,Unknown,,
1534,sc9-stage-ebiz1-3,"","",0,,0,"","","","",10.113.66.29,175194653,"",,,"",11,1,,None,Unknown,,
1535,sc9-stage-ebiz1-4,"","",0,,0,"","","","",10.113.66.32,175194656,"",,,"",11,1,,None,Unknown,,
1536,sc9-stage-ebiz1-5-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996B0,"",Embedded,10.113.66.36,175194660,HP,,,"",12,1,,ILO2,MgmtProc,,
1537,USE80996B0,ProLiant BL680c G5,"",0,,0,"",USE80996B0,"","",,,"",,,"",1,3,,HPProLiant,Server,,
1538,sc9-stage-ebiz1-5,"","",0,,0,"","","","",10.113.66.35,175194659,"",,,"",11,1,,None,Unknown,,
1539,sc9-stage-ebiz1-6,"","",0,,0,"","","","",10.113.66.38,175194662,"",,,"",11,1,,None,Unknown,,
1540,sc9-stage-ebiz1-7,"","",0,,0,"","","","",10.113.66.41,175194665,"",,,"",11,1,,None,Unknown,,
1541,sc9-stage-ebiz1-7-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BP,"",Embedded,10.113.66.42,175194666,HP,,,"",12,1,,ILO2,MgmtProc,,
1542,USE80996BP,ProLiant BL680c G5,"",0,,0,"",USE80996BP,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1543,sc9-stage-ebiz1-7-vmotion,"","",0,,0,"","","","",10.113.66.43,175194667,"",,,"",11,1,,None,Unknown,,
1544,sc9-stage-ebiz1-5-vmotion,"","",0,,0,"","","","",,,"",,,"",11,0,,None,Unknown,,
1545,sc9-stage-ebiz1-8,"","",0,,0,"","","","",10.113.66.44,175194668,"",,,"",11,1,,None,Unknown,,
1546,sc9-stage-ebiz1-6-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BK,"",Embedded,10.113.66.39,175194663,HP,,,"",12,1,,ILO2,MgmtProc,,
1547,USE80996BK,ProLiant BL680c G5,"",0,,0,"",USE80996BK,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1548,sc9-stage-ebiz1-8-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996C4,"",Embedded,10.113.66.45,175194669,HP,,,"",12,1,,ILO2,MgmtProc,,
1549,USE80996C4,ProLiant BL680c G5,"",0,,0,"",USE80996C4,"","",,,"",,,"",1,1,,HPProLiant,Server,,
1550,sc9-i8-oa2a,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O979MU5742,"",Embedded,10.113.66.47,175194671,HP,,,"",12,1,,OA,MgmtProc,,
1551,sc9-i8-2,BladeSystem c7000 Enclosure,9,0,,0,"",USE74575X6,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
1552,sc9-i8-oa2b,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O97BMU4785,"",Embedded,10.113.66.48,175194672,HP,,,"",12,1,,OA,MgmtProc,,
1553,ora-stage-ebs-r2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE923MM92,"",Embedded,10.113.66.56,175194680,HP,,,"",12,1,,ILO2,MgmtProc,,
1554,ora-stage-ebs-ccm-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996B3,"",Embedded,10.113.66.64,175194688,HP,,,"",12,1,,ILO2,MgmtProc,,
1555,ora-stage-fmsoa-r2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964N,"",Embedded,10.113.66.58,175194682,HP,,,"",12,1,,ILO2,MgmtProc,,
1556,ora-stage-fmb2b-r2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964B,"",Embedded,10.113.66.60,175194684,HP,,,"",12,1,,ILO2,MgmtProc,,
1557,ora-stage-fmidm-r2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964T,"",Embedded,10.113.66.62,175194686,HP,,,"",12,1,,ILO2,MgmtProc,,
